1.15E-01	1.35E-22
1.16E-01	1.55E-22
1.17E-01	2.09E-22
1.18E-01	2.68E-22
1.19E-01	2.86E-22
1.20E-01	2.17E-22
1.21E-01	2.22E-22
1.22E-01	4.09E-23
1.23E-01	2.92E-22
1.24E-01	6.69E-22
1.25E-01	1.04E-21
1.26E-01	1.31E-21
1.27E-01	1.39E-21
1.28E-01	1.76E-21
1.29E-01	2.07E-21
1.30E-01	2.51E-21
1.31E-01	2.60E-21
1.32E-01	3.29E-21
1.33E-01	3.48E-21
1.34E-01	3.87E-21
1.35E-01	4.52E-21
1.36E-01	5.16E-21
1.37E-01	5.55E-21
1.38E-01	5.95E-21
1.39E-01	6.48E-21
1.40E-01	7.32E-21
1.41E-01	8.70E-21
1.42E-01	9.78E-21
1.43E-01	1.11E-20
1.44E-01	1.30E-20
1.44E-01	1.68E-20
1.45E-01	1.50E-20
1.46E-01	1.77E-20
1.47E-01	2.21E-20
1.48E-01	2.50E-20
1.49E-01	2.69E-20
1.50E-01	3.51E-20
1.51E-01	4.23E-20
1.51E-01	3.23E-20
1.52E-01	4.10E-20
1.53E-01	8.88E-20
1.54E-01	1.39E-19
1.55E-01	1.17E-19
1.56E-01	1.83E-19
1.57E-01	1.72E-19
1.58E-01	2.99E-19
1.59E-01	3.59E-19
1.60E-01	4.18E-19
1.61E-01	4.48E-19
1.62E-01	4.95E-19
1.63E-01	5.45E-19
1.64E-01	6.38E-19
1.65E-01	8.77E-19
1.66E-01	5.66E-19
1.67E-01	9.97E-19
1.67E-01	7.14E-19
1.68E-01	2.50E-18
1.69E-01	2.73E-18
1.70E-01	3.27E-18
1.71E-01	3.65E-18
1.72E-01	4.22E-18
1.73E-01	5.06E-18
1.74E-01	6.64E-18
1.75E-01	8.73E-18
1.76E-01	1.30E-17
1.77E-01	1.01E-17
1.78E-01	1.25E-17
1.79E-01	1.65E-17
1.80E-01	2.39E-17
1.81E-01	2.16E-17
1.82E-01	1.78E-17
1.83E-01	2.30E-17
1.84E-01	2.31E-17
1.85E-01	1.50E-17
1.86E-01	2.75E-17
1.87E-01	3.57E-17
1.88E-01	3.68E-17
1.89E-01	3.95E-17
1.90E-01	5.32E-17
1.91E-01	4.99E-17
1.92E-01	5.55E-17
1.93E-01	4.65E-17
1.94E-01	2.75E-17
1.95E-01	6.87E-17
1.96E-01	7.10E-17
1.97E-01	9.73E-17
1.98E-01	8.04E-17
1.98E-01	1.11E-16
2.00E-01	1.22E-16
2.01E-01	1.12E-16
2.02E-01	1.21E-16
2.03E-01	8.71E-17
2.04E-01	1.36E-16
2.05E-01	1.59E-16
2.06E-01	1.52E-16
2.07E-01	1.47E-16
2.07E-01	1.62E-16
2.08E-01	5.47E-16
2.09E-01	7.55E-16
2.10E-01	6.69E-16
